t,price,spread,volume,operation_size,true_effect,return
3496,0.9996829097389597,0.0001,30563.642789754333,0.0,0.0,1.3221961071452348e-05
3497,0.9996971309714122,0.0001,20130.18643478647,0.0,0.0,1.4221232452538146e-05
3498,0.9996940813920878,0.0001,15311.483969627807,0.0,0.0,-3.0495793243989766e-06
3499,0.9997019171236301,0.0001,10560.903076104762,0.0,0.0,7.835731542282787e-06
3500,0.9996987083599386,0.0001,21078.268408746033,0.0,0.0,-3.2087636915312245e-06
3501,0.999716129029945,0.0001,16837.853789533543,0.0,0.0,1.742067000642944e-05
3502,0.9997245070015448,0.0001,20760.158606833473,0.0,0.0,8.377971599804468e-06
3503,0.9997088210007855,0.0001,7822.0780502796415,0.0,0.0,-1.568600075929627e-05
3504,0.9997109492749483,0.0001,10309.100256695141,0.0,0.0,2.1282741627937085e-06
3505,0.9997326650594099,0.0001,28424.02111689868,0.0,0.0,2.171578446164002e-05
3506,0.9997302771308604,0.0001,9723.0950273619,0.0,0.0,-2.3879285495631564e-06
3507,0.9997361762943512,0.0001,20029.92099031686,0.0,0.0,5.899163490807879e-06
3508,0.9997433688795752,0.0001,14539.176429862802,0.0,0.0,7.192585223969594e-06
3509,0.9997297101735916,0.0001,14084.582405999692,0.0,0.0,-1.365870598357688e-05
3510,0.9997364393416693,0.0001,22986.30032943706,0.0,0.0,6.729168077757031e-06
3511,0.9997180739509892,0.0001,22343.263200133715,0.0,0.0,-1.8365390680119553e-05
3512,0.999709830629592,0.0001,28944.614799083418,0.0,0.0,-8.243321397261028e-06
3513,0.9997240045242113,0.0001,12695.43019063805,0.0,0.0,1.4173894619329275e-05
3514,0.9997287052010737,0.0001,14154.269637906096,0.0,0.0,4.700676862423592e-06
3515,0.999724693353701,0.0001,38623.46435897854,0.0,0.0,-4.0118473727535076e-06
3516,0.9997305759941744,0.0001,19686.411337030317,0.0,0.0,5.88264047340914e-06
3517,0.9997297842092885,0.0001,26448.23471755239,0.0,0.0,-7.917848858784993e-07
3518,0.9997299499456093,0.0001,17178.94541695599,0.0,0.0,1.6573632077854228e-07
3519,0.9997386042895835,0.0001,27656.673990443094,0.0,0.0,8.654343974234813e-06
3520,0.999729020378096,0.0001,6346.285207609526,0.0,0.0,-9.583911487531793e-06
3521,0.999729551856905,0.0001,39171.35639623521,0.0,0.0,5.314788090737821e-07
3522,0.9997254373621726,0.0001,17542.05046014503,0.0,0.0,-4.1144947324767145e-06
3523,0.9997045452033001,0.0001,11796.28346808001,0.0,0.0,-2.0892158872465316e-05
3524,0.9996924171338203,0.0001,12948.714255125775,0.0,0.0,-1.2128069479810932e-05
3525,0.9997130800680456,0.0001,19306.671550188104,0.0,0.0,2.0662934225312846e-05
3526,0.9997181492428084,0.0001,20843.60143059989,0.0,0.0,5.069174762839523e-06
3527,0.9997007094356551,0.0001,23637.666485809368,0.0,0.0,-1.7439807153296627e-05
3528,0.9996804134846906,0.0001,12132.872387476133,0.0,0.0,-2.029595096453285e-05
3529,0.9996789355955423,0.0001,34050.00966532845,0.0,0.0,-1.4778891482825074e-06
3530,0.9996995060342807,0.0001,16947.282914060284,0.0,0.0,2.0570438738376495e-05
3531,0.9996970452797909,0.0001,16528.527011029953,0.0,0.0,-2.460754489841399e-06
3532,0.9997142665109975,0.0001,19670.312128716854,0.0,0.0,1.7221231206621113e-05
3533,0.9997189036060579,0.0001,30681.51873680218,0.0,0.0,4.637095060378016e-06
3534,0.9997251128760378,0.0001,21656.25600862032,0.0,0.0,6.209269979962073e-06
3535,0.9997075132130094,0.0001,16794.85995497069,0.0,0.0,-1.7599663028389223e-05
3536,0.99971986616214,0.0001,18734.615409639573,0.0,0.0,1.2352949130600699e-05
3537,0.9997154530450603,0.0001,40521.09571260047,0.0,0.0,-4.413117079771212e-06
3538,0.9997268252866632,0.0001,37334.972631378725,0.0,0.0,1.1372241602969346e-05
3539,0.9997160976552232,0.0001,26447.5713592026,0.0,0.0,-1.0727631440055063e-05
3540,0.9997184304852081,0.0001,23725.474065391834,0.0,0.0,2.332829984963425e-06
3541,0.9997230685313646,0.0001,70038.70864393427,0.0,0.0,4.638046156468789e-06
3542,0.9997210389642148,0.0001,27771.268969175708,0.0,0.0,-2.0295671497860823e-06
3543,0.9997263693151591,0.0001,24108.150540911123,0.0,0.0,5.330350944299234e-06
3544,0.9997228592254941,0.00030000000000000003,19909.619339531,0.0,0.0,-3.510089665037519e-06
3545,0.9997143071123392,0.0001,26328.403197970863,0.0,0.0,-8.552113154869367e-06
3546,0.9997354612133191,0.0001,4804.8127805661425,0.0,0.0,2.1154100979914325e-05
3547,0.9997492823808853,0.0001,36822.25806876589,0.0,0.0,1.3821167566208103e-05
3548,0.9997392571076117,0.0001,11662.285539664954,0.0,0.0,-1.0025273273650548e-05
3549,0.9997467470189809,0.0001,15382.112736972827,0.0,0.0,7.489911369229496e-06
3550,0.9997369613658522,0.0001,10937.021038288409,0.0,0.0,-9.785653128702165e-06
3551,0.9997213517750897,0.0001,15241.736427422984,0.0,0.0,-1.5609590762521997e-05
3552,0.9997349734105122,0.0001,18579.930891106673,0.0,0.0,1.3621635422511602e-05
3553,0.9997125199264418,0.0001,34360.93518298693,0.0,0.0,-2.245348407037273e-05
3554,0.9997247323253989,0.0001,41962.529814312744,0.0,0.0,1.2212398957101023e-05
3555,0.9997214024165519,0.0001,58136.6960267302,0.0,0.0,-3.329908846994023e-06
3556,0.9997186150453145,0.0001,23181.708904958472,0.0,0.0,-2.787371237489289e-06
3557,0.9997240139916813,0.0001,19741.301219603676,0.0,0.0,5.398946366863555e-06
3558,0.9997316719584283,0.0001,32525.638483899187,0.0,0.0,7.657966746954514e-06
3559,0.9997207839310628,0.0001,14370.432655346596,0.0,0.0,-1.0888027365485442e-05
3560,0.9997302407963073,0.0001,13589.802016843903,0.0,0.0,9.456865244561463e-06
3561,0.9997317345843061,0.0001,18331.81762030453,0.0,0.0,1.493787998740892e-06
3562,0.9997151846092585,0.0001,21656.89773764259,0.0,0.0,-1.654997504763056e-05
3563,0.9997129463164066,0.0001,7836.693875703201,0.0,0.0,-2.238292851841628e-06
3564,0.9997311462654622,0.0001,37551.73028408621,0.0,0.0,1.81999490556084e-05
3565,0.9997532373416108,0.00030000000000000003,24835.694964708102,0.0,0.0,2.2091076148589295e-05
3566,0.9997626892374527,0.0001,32830.02546810479,0.0,0.0,9.45189584189432e-06
3567,0.999747005084867,0.0001,10044.263207954062,0.0,0.0,-1.568415258568212e-05
3568,0.9997534693983985,0.00030000000000000003,15795.27125554049,0.0,0.0,6.464313531462373e-06
3569,0.9997646804751826,0.0001,15399.82709654217,0.0,0.0,1.1211076784145568e-05
3570,0.999774242517447,0.0001,19903.054055190627,0.0,0.0,9.562042264321668e-06
3571,0.9997845851983277,0.0001,21659.91707986143,0.0,0.0,1.0342680880737198e-05
3572,0.9997893716096622,0.0001,34023.03864359146,0.0,0.0,4.786411334500862e-06
3573,0.999788417493323,0.0001,23141.42706193575,0.0,0.0,-9.541163391579843e-07
3574,0.9997804015477335,0.0001,15204.025350126241,0.0,0.0,-8.015945589523454e-06
3575,0.9997553940515227,0.0001,65765.9073669532,0.0,0.0,-2.5007496210815994e-05
3576,0.9997598692247366,0.00030000000000000003,19287.55686811752,0.0,0.0,4.475173213891459e-06
3577,0.9997623206861995,0.0001,13996.877919014756,0.0,0.0,2.451461462937843e-06
3578,0.9997696673929979,0.0001,8582.01618978655,0.0,0.0,7.346706798361247e-06
3579,0.9997520437074112,0.0001,23045.017950561854,0.0,0.0,-1.762368558666516e-05
3580,0.999760542548524,0.0001,31113.08318237467,0.0,0.0,8.498841112758448e-06
3581,0.9997876135570845,0.0001,12456.711523296148,0.0,0.0,2.7071008560475285e-05
3582,0.9997886472283178,0.0001,30106.464729366475,0.0,0.0,1.0336712333858245e-06
3583,0.9997878347163955,0.0001,22967.157500221478,0.0,0.0,-8.125119222990307e-07
3584,0.9997919061799272,0.0001,9075.334145276896,0.0,0.0,4.0714635316518866e-06
3585,0.9998186845714737,0.0001,30116.936033164406,0.0,0.0,2.6778391546522506e-05
3586,0.9998051968279374,0.0001,19292.561834219512,0.0,0.0,-1.3487743536266805e-05
3587,0.9998078743143786,0.0001,12543.341263446462,0.0,0.0,2.677486441116095e-06
3588,0.9997973379027023,0.0001,35541.298603704054,0.0,0.0,-1.0536411676254076e-05
3589,0.9997901304826659,0.0001,35204.61971230404,0.0,0.0,-7.2074200364591334e-06
3590,0.9997894770729876,0.0001,12408.0969639351,0.0,0.0,-6.53409678252892e-07
3591,0.9998072296154376,0.0001,25507.479394812643,0.0,0.0,1.7752542449955833e-05
3592,0.999830959750199,0.0001,24382.890648764936,0.0,0.0,2.3730134761423827e-05
3593,0.9998368645414178,0.0001,21291.005064629124,0.0,0.0,5.904791218869221e-06
3594,0.999831902470253,0.0001,17020.46816814388,0.0,0.0,-4.962071164849036e-06
3595,0.9998647471887139,0.0001,20451.035666694606,0.0,0.0,3.284471846087822e-05
3596,0.9998591136637771,0.0001,35215.854471467836,0.0,0.0,-5.63352493676561e-06
3597,0.9998515882873484,0.0001,27026.562746971482,0.0,0.0,-7.525376428674235e-06
3598,0.9998282013592736,0.0001,8400.66441746294,0.0,0.0,-2.3386928074797808e-05
3599,0.999846596480861,0.0001,7542.206591464303,0.0,0.0,1.839512158741119e-05
3600,0.9998593542367207,0.0001,8703.178295503967,0.0,0.0,1.2757755859627018e-05
3601,0.9998912116218602,0.0001,11168.95784222764,0.0,0.0,3.185738513955538e-05
3602,0.999872903044131,0.0001,15099.461518561073,0.0,0.0,-1.8308577729220232e-05
3603,0.9998921161315026,0.0001,17564.739567120447,0.0,0.0,1.9213087371627857e-05
3604,0.9998930402480982,0.0001,21316.142227882858,0.0,0.0,9.241165955797825e-07
3605,0.9999036615510458,0.0001,21656.93083206085,0.0,0.0,1.0621302947599887e-05
3606,0.9998819501808698,0.0001,21497.60827875783,0.0,0.0,-2.1711370176036304e-05
3607,0.9999012938573327,0.0001,39019.4344321458,0.0,0.0,1.9343676462946213e-05
3608,0.9999116571254665,0.0001,9524.776383051812,0.0,0.0,1.0363268133750658e-05
3609,0.9999111444407425,0.0001,26029.303229680005,0.0,0.0,-5.126847240077836e-07
3610,0.9999196445467444,0.0001,25966.16656150855,0.0,0.0,8.500106001951835e-06
3611,0.9999095582605384,0.0001,11715.380360610072,0.0,0.0,-1.0086286206023587e-05
3612,0.9999019234670465,0.0001,28764.356419564352,0.0,0.0,-7.634793491861913e-06
3613,0.9998958170480949,0.0001,26536.749471304327,0.0,0.0,-6.106418951601356e-06
3614,0.9998714052150641,0.0001,21555.229077069114,0.0,0.0,-2.4411833030812957e-05
3615,0.9998827598802087,0.0001,6575.808926029048,0.0,0.0,1.1354665144569509e-05
3616,0.9998984605046508,0.0001,35663.82865432142,0.0,0.0,1.5700624442116506e-05
3617,0.9998892194840805,0.0001,24670.00589994748,0.0,0.0,-9.241020570316394e-06
3618,0.9998938074616577,0.0001,26951.362787466864,0.0,0.0,4.587977577186209e-06
3619,0.999890308658696,0.00030000000000000003,4042.5805230854708,0.0,0.0,-3.498802961687808e-06
3620,0.9998946340479323,0.0001,16886.022176884922,0.0,0.0,4.325389236337074e-06
3621,0.9998863649917243,0.0001,10755.31463442891,0.0,0.0,-8.269056207987902e-06
3622,0.999874724843243,0.0001,42054.049755596774,0.0,0.0,-1.164014848131778e-05
3623,0.99988858714703,0.0001,12676.302087966447,0.0,0.0,1.3862303786971175e-05
3624,0.999887745578178,0.0001,46149.11955120377,0.0,0.0,-8.415688519392006e-07
3625,0.9999143892030184,0.0001,35469.36708425752,0.0,0.0,2.664362484039451e-05
3626,0.9999149993903814,0.0001,24604.259776369574,0.0,0.0,6.101873629704713e-07
3627,0.9999027972408041,0.0001,38858.989287542805,0.0,0.0,-1.2202149577311694e-05
3628,0.9999189636063204,0.0001,13736.218853745606,0.0,0.0,1.6166365516268044e-05
3629,0.9999272751282666,0.0001,15023.445651507715,0.0,0.0,8.311521946247069e-06
3630,0.9999368525191776,0.0001,34932.781414187004,0.0,0.0,9.57739091100862e-06
3631,0.9999525400605483,0.0001,13767.87608497036,0.0,0.0,1.5687541370712488e-05
3632,0.9999439387141456,0.0001,11351.34719471721,0.0,0.0,-8.60134640279231e-06
3633,0.9999422620045781,0.0001,18757.555681861293,0.0,0.0,-1.676709567410839e-06
3634,0.999940002954695,0.0001,14170.672630044222,0.0,0.0,-2.2590498831576156e-06
3635,0.999922995875784,0.0001,55976.808716110034,0.0,0.0,-1.700707891094666e-05
3636,0.9999195227706037,0.0001,32457.259262858006,0.0,0.0,-3.4731051803404966e-06
3637,0.9999371311160418,0.0001,16514.72243015368,0.0,0.0,1.7608345438069328e-05
3638,0.9999402583201399,0.0001,13350.599906420744,0.0,0.0,3.127204098118952e-06
3639,0.9999225224048638,0.00030000000000000003,26090.64880970835,0.0,0.0,-1.773591527609586e-05
3640,0.9999020224206374,0.0001,39885.662501529165,0.0,0.0,-2.0499984226374224e-05
3641,0.9999239577712198,0.00030000000000000003,25475.048925736563,0.0,0.0,2.1935350582369395e-05
3642,0.9999227677137681,0.0001,13690.886258527707,0.0,0.0,-1.1900574516943152e-06
3643,0.9999142373353078,0.0001,10739.121033338795,0.0,0.0,-8.530378460269716e-06
3644,0.9999106271768194,0.0001,18232.39097402042,0.0,0.0,-3.610158488376314e-06
3645,0.9998911619380334,0.0001,25794.79024851811,0.0,0.0,-1.9465238786042782e-05
3646,0.9999099128630317,0.0001,17409.262249198015,0.0,0.0,1.875092499825648e-05
3647,0.9999047339358492,0.0001,36455.82068925529,0.0,0.0,-5.17892718243651e-06
3648,0.9999227510329477,0.0001,28669.422284073295,0.0,0.0,1.8017097098477208e-05
3649,0.9999234316040423,0.0001,24801.879991772614,0.0,0.0,6.805710945911869e-07
3650,0.9999422673416577,0.0001,28388.066313845207,0.0,0.0,1.883573761540802e-05
3651,0.9999456495886568,0.0001,10997.528001947014,0.0,0.0,3.382246999139582e-06
3652,0.9999568919161098,0.0001,17169.41609076095,0.0,0.0,1.1242327452976042e-05
3653,0.9999663667989233,0.0001,13093.56828607783,0.0,0.0,9.474882813442775e-06
3654,0.9999745793798174,0.0001,26693.98719400303,0.0,0.0,8.212580894118027e-06
3655,0.9999791638190857,0.0001,13193.699479159031,0.0,0.0,4.584439268318086e-06
3656,0.9999760957415119,0.0001,22947.60048281348,0.0,0.0,-3.068077573775696e-06
3657,1.000001333809573,0.0001,20287.17616567084,0.0,0.0,2.5238068061095298e-05
3658,0.9999893838655433,0.0001,29732.500859693697,0.0,0.0,-1.1949944029754356e-05
3659,0.9999894406237146,0.0001,12108.521785132572,0.0,0.0,5.6758171385062894e-08
3660,0.9999896367623423,0.0001,27608.54503911301,0.0,0.0,1.9613862767275947e-07
3661,0.9999949393848583,0.0001,12903.599499567265,0.0,0.0,5.302622515968025e-06
3662,0.9999892805858842,0.0001,13600.203502904355,0.0,0.0,-5.658798974073065e-06
3663,0.9999934277325958,0.0001,20510.69889079413,0.0,0.0,4.147146711597216e-06
3664,0.9999912030361989,0.0001,40021.21476391936,0.0,0.0,-2.2246963968797218e-06
3665,0.9999703589815933,0.0001,14460.834352740054,0.0,0.0,-2.084405460567318e-05
3666,0.999970484844016,0.0001,9055.220028886959,0.0,0.0,1.25862422706291e-07
3667,0.9999559836224902,0.0001,13730.333368397858,0.0,0.0,-1.4501221525797803e-05
3668,0.9999331310835289,0.0001,18168.035459086095,0.0,0.0,-2.2852538961282143e-05
3669,0.9999349345478801,0.0001,56079.35000224651,0.0,0.0,1.803464351191053e-06
3670,0.9999413629753519,0.0001,26746.67477597731,0.0,0.0,6.42842747178296e-06
3671,0.9999483028314027,0.0001,15113.964719267173,0.0,0.0,6.939856050824922e-06
3672,0.9999557759616373,0.0001,20524.299176936867,0.0,0.0,7.473130234636471e-06
3673,0.9999303118654407,0.0001,48314.36711420317,0.0,0.0,-2.546409619663681e-05
3674,0.9999123788928314,0.0001,19532.050257498904,0.0,0.0,-1.7932972609324693e-05
3675,0.9999383823209625,0.0001,19649.60196044378,0.0,0.0,2.600342813119383e-05
3676,0.9999245841340145,0.0001,17984.77949564439,0.0,0.0,-1.3798186948021929e-05
3677,0.9999326326712924,0.0001,31195.61997431052,0.0,0.0,8.048537277871581e-06
3678,0.9999235814733969,0.0001,16937.761612390408,0.0,0.0,-9.05119789551545e-06
3679,0.9999246312539115,0.0001,34069.00482884696,0.0,0.0,1.049780514628118e-06
3680,0.9999162873971738,0.0001,37473.35295052865,0.0,0.0,-8.34385673775806e-06
3681,0.9999236863515426,0.0001,29933.84127803273,0.0,0.0,7.3989543688535164e-06
3682,0.9999254885087746,0.0001,19690.59837895805,0.0,0.0,1.8021572320003898e-06
3683,0.9999195817723726,0.0001,10946.397028906898,0.0,0.0,-5.906736401994905e-06
3684,0.9999057445397335,0.0001,19692.890369015717,0.0,0.0,-1.3837232639146713e-05
3685,0.9999092727745781,0.0001,15767.618886315231,0.0,0.0,3.5282348446186163e-06
3686,0.9998932938013853,0.0001,14920.483799109928,0.0,0.0,-1.5978973192831702e-05
3687,0.9998989263586754,0.0001,19541.89657212476,0.0,0.0,5.63255729013612e-06
3688,0.999933533335978,0.0001,27990.424765532156,0.0,0.0,3.46069773026203e-05
3689,0.9999513233884385,0.0001,16132.560392535903,0.0,0.0,1.7790052460497918e-05
3690,0.9999607884529175,0.0001,11076.641941924134,0.0,0.0,9.465064478964003e-06
3691,0.9999596604777292,0.0001,13638.155982918082,0.0,0.0,-1.1279751882531386e-06
3692,0.9999341151688919,0.0001,51285.98777218929,0.0,0.0,-2.554530883736028e-05
3693,0.9999166925158497,0.0001,28980.258251381634,0.0,0.0,-1.742265304216506e-05
3694,0.9999335947958142,0.0001,13645.061609764083,0.0,0.0,1.690227996453686e-05
3695,0.999923188845776,0.0001,41961.26209429016,0.0,0.0,-1.040595003820588e-05
3696,0.9999139753904058,0.0001,19536.119353498507,0.0,0.0,-9.213455370193913e-06
3697,0.9999117927537448,0.0001,68803.70815099662,0.0,0.0,-2.182636661074433e-06
3698,0.9998977990655847,0.0001,25110.116816148467,0.0,0.0,-1.3993688160018891e-05
3699,0.999881634968237,0.0001,29224.406419913288,0.0,0.0,-1.616409734772617e-05
3700,0.9998809699139337,0.0001,33478.01454974864,0.0,0.0,-6.650543032948875e-07
3701,0.9998692229819425,0.0001,46304.23797549771,0.0,0.0,-1.1746931991241105e-05
3702,0.9998594592048566,0.0001,17685.440148250054,0.0,0.0,-9.76377708583609e-06
3703,0.9998491661093137,0.0001,44345.935781086344,0.0,0.0,-1.0293095542901476e-05
3704,0.9998560488094586,0.0001,16124.638474619424,0.0,0.0,6.8827001448168446e-06
3705,0.9998529902849361,0.0001,18384.754925785248,0.0,0.0,-3.0585245224257207e-06
3706,0.9998506373926661,0.00030000000000000003,22124.933223944925,0.0,0.0,-2.3528922700188915e-06
3707,0.9998585028454802,0.0001,34899.061845815195,0.0,0.0,7.865452814059815e-06
3708,0.9998566313093136,0.0001,18674.120415225814,0.0,0.0,-1.8715361665977426e-06
3709,0.9998529649939976,0.0001,50279.90012490585,0.0,0.0,-3.6663153160088058e-06
3710,0.9998591637217044,0.0001,42754.3073476003,0.0,0.0,6.198727706796525e-06
3711,0.9998679680013429,0.0001,22466.89945403346,0.0,0.0,8.80427963856345e-06
3712,0.999866030137835,0.00030000000000000003,13588.425220809748,0.0,0.0,-1.937863507883719e-06
3713,0.9998670922385354,0.0001,36335.81955845847,0.0,0.0,1.0621007003885907e-06
3714,0.9998567912477919,0.0001,7724.754614082091,0.0,0.0,-1.0300990743505878e-05
3715,0.9998454507529592,0.0001,31909.118795504117,0.0,0.0,-1.1340494832756676e-05
3716,0.9998555851611376,0.0001,14589.978129851983,0.0,0.0,1.0134408178430476e-05
3717,0.9998614477875728,0.0001,41279.93708425404,0.0,0.0,5.862626435204632e-06
3718,0.9998674468712416,0.0001,11015.879286757418,0.0,0.0,5.999083668828398e-06
3719,0.9998711474522114,0.0001,15817.98346697008,0.0,0.0,3.700580969767664e-06
3720,0.9998717562338236,0.0001,27421.209556491922,0.0,0.0,6.087816122324341e-07
3721,0.9998809322661762,0.0001,29756.594777848637,0.0,0.0,9.176032352620211e-06
3722,0.9998932534059463,0.0001,16106.053557843508,0.0,0.0,1.2321139770010703e-05
3723,0.9999052598891301,0.00030000000000000003,18656.26930219399,0.0,0.0,1.2006483183890637e-05
3724,0.9999039320234958,0.0001,35465.58720162153,0.0,0.0,-1.3278656343373996e-06
3725,0.9999222072573484,0.0001,36439.10579691452,0.0,0.0,1.827523385256047e-05
3726,0.9999252174911404,0.00030000000000000003,18473.995228452786,0.0,0.0,3.010233792011263e-06
3727,0.9999335497790844,0.0001,16259.523387494573,0.0,0.0,8.33228794405727e-06
3728,0.9999372666133985,0.0001,11108.770802968773,0.0,0.0,3.7168343141047444e-06
3729,0.999940521212536,0.0001,25004.68056822812,0.0,0.0,3.254599137414438e-06
3730,0.9999308268288601,0.0001,33067.77485825631,0.0,0.0,-9.694383675817875e-06
3731,0.9999400679375603,0.0001,23758.08293333049,0.0,0.0,9.241108700153156e-06
3732,0.9999775579829837,0.0001,13870.254638397342,0.0,0.0,3.749004542341616e-05
3733,0.9999726196242664,0.0001,53812.43954808698,0.0,0.0,-4.938358717287983e-06
3734,0.9999735550617772,0.0001,7694.785090116778,0.0,0.0,9.354375107850643e-07
3735,0.9999676757911968,0.0001,34170.33750569892,0.0,0.0,-5.879270580377849e-06
3736,0.999961245564395,0.0001,24547.270109393234,0.0,0.0,-6.430226801801275e-06
3737,0.9999815954730696,0.0001,27843.07048352648,0.0,0.0,2.0349908674610617e-05
3738,0.9999727283013392,0.00030000000000000003,14862.331738298437,0.0,0.0,-8.867171730431167e-06
3739,0.9999664817426307,0.0001,20410.236851002854,0.0,0.0,-6.246558708511429e-06
3740,0.99994556468808,0.0001,25506.159979779157,0.0,0.0,-2.091705455065096e-05
3741,0.999935582277115,0.0001,21101.30509167145,0.0,0.0,-9.982410965059252e-06
3742,0.9999130721320478,0.0001,8983.26451267426,0.0,0.0,-2.2510145067156095e-05
3743,0.9999213968899058,0.0001,51857.27876767786,0.0,0.0,8.324757857947063e-06
3744,0.9999582861398219,0.0001,30488.314862542386,0.0,0.0,3.688924991607223e-05
3745,0.9999534547224984,0.0001,22410.759602572314,0.0,0.0,-4.831417323436504e-06
3746,0.9999314932584301,0.0001,23145.260596617936,0.0,0.0,-2.1961464068298575e-05
3747,0.9999433517952342,0.0001,51116.8268137282,0.0,0.0,1.1858536804076891e-05
3748,0.9999337737179081,0.0001,15193.691969006166,0.0,0.0,-9.578077326044543e-06
3749,0.9999508941169553,0.0001,13573.62235028353,0.0,0.0,1.712039904711027e-05
3750,0.9999471780579663,0.0001,33692.76863300231,0.0,0.0,-3.716058988967319e-06
3751,0.9999388531553041,0.0001,27759.82489823156,0.0,0.0,-8.32490266222674e-06
3752,0.999936508358625,0.0001,13293.858563467693,0.0,0.0,-2.344796679043526e-06
3753,0.9999464929441354,0.0001,37962.01650531156,0.0,0.0,9.984585510380839e-06
3754,0.9999434964142183,0.0001,25526.667309319844,0.0,0.0,-2.9965299170875426e-06
3755,0.9999369514915896,0.0001,14059.04200034458,0.0,0.0,-6.544922628748395e-06
3756,0.9999343316551886,0.0001,28146.039713654358,0.0,0.0,-2.619836400929998e-06
3757,0.9999175734917014,0.0001,26117.12827175707,0.0,0.0,-1.675816348722936e-05
3758,0.9999228048423944,0.0001,21077.842412062193,0.0,0.0,5.2313506929690945e-06
3759,0.9998992626524255,0.0001,26692.96705404009,0.0,0.0,-2.3542189968916993e-05
3760,0.9998934108384524,0.0001,30124.537486010868,0.0,0.0,-5.851813973056785e-06
3761,0.9999034166171247,0.0001,34790.36917407582,0.0,0.0,1.0005778672272925e-05
3762,0.9999074096288542,0.0001,23240.406089798023,0.0,0.0,3.9930117294861844e-06
3763,0.9999151877853554,0.0001,19238.95367074189,0.0,0.0,7.778156501214717e-06
3764,0.9999143307333648,0.0001,24823.113513498138,0.0,0.0,-8.570519905992668e-07
3765,0.999929743492599,0.0001,39952.2257549326,0.0,0.0,1.5412759234223472e-05
3766,0.999941927474317,0.0001,30180.948691471385,0.0,0.0,1.2183981717983627e-05
3767,0.9999478058981962,0.00030000000000000003,18706.68489373754,0.0,0.0,5.878423879224215e-06
3768,0.9999600273869061,0.0001,22647.989560688526,0.0,0.0,1.2221488709940331e-05
3769,0.9999699150854134,0.0001,50656.85678795146,0.0,0.0,9.887698507293763e-06
3770,0.9999641246452021,0.0001,32036.97949735509,0.0,0.0,-5.79044021131736e-06
3771,0.9999464172222606,0.0001,23763.49713409028,0.0,0.0,-1.770742294149308e-05
3772,0.9999519559795929,0.0001,38956.04307049313,0.0,0.0,5.538757332224087e-06
3773,0.9999591513369892,0.0001,16788.591853052163,0.0,0.0,7.195357396350133e-06
3774,0.9999735195670584,0.0001,25963.653386628346,0.0,0.0,1.436823006917276e-05
3775,0.9999611824510133,0.0001,56264.03741592706,0.0,0.0,-1.2337116045091356e-05
3776,0.9999492391731415,0.0001,30539.45327078422,0.0,0.0,-1.1943277871795388e-05
3777,0.9999552988912167,0.0001,49534.52501661835,0.0,0.0,6.059718075213105e-06
3778,0.9999543611838042,0.0001,21123.05183985224,0.0,0.0,-9.377074124961027e-07
3779,0.9999295140929146,0.0001,17359.555705113264,0.0,0.0,-2.4847090889568157e-05
3780,0.9999344565769412,0.0001,39344.397134828796,0.0,0.0,4.942484026604355e-06
3781,0.999910048761936,0.0001,8829.393418267018,0.0,0.0,-2.4407815005234035e-05
3782,0.9998975939132814,0.0001,24103.08459931117,0.0,0.0,-1.2454848654641637e-05
3783,0.9999154038791525,0.0001,36880.49781465246,0.0,0.0,1.7809965871085076e-05
3784,0.9999394487714462,0.0001,29180.500332737716,0.0,0.0,2.404489229379525e-05
3785,0.9999234310923777,0.0001,7698.262051789669,0.0,0.0,-1.6017679068558444e-05
3786,0.9999190909777935,0.0001,11237.396514014084,0.0,0.0,-4.340114584167054e-06
3787,0.9999196525788457,0.0001,20802.065421823547,0.0,0.0,5.616010522180304e-07
3788,0.999943122304349,0.0001,27929.33520267202,0.0,0.0,2.346972550326676e-05
3789,0.9999366281857528,0.0001,28483.066849193347,0.0,0.0,-6.494118596211962e-06
3790,0.9999303446870339,0.0001,21958.686041753404,0.0,0.0,-6.283498718895331e-06
3791,0.9999507509380142,0.0001,31733.240106141588,0.0,0.0,2.040625098032045e-05
3792,0.9999458126573271,0.0001,27404.090006441238,0.0,0.0,-4.938280687150076e-06
3793,0.9999553285003704,0.0001,20654.628247234803,0.0,0.0,9.515843043317318e-06
3794,0.9999358654328727,0.0001,28819.28680816213,0.0,0.0,-1.946306749767146e-05
3795,0.9999336092433672,0.0001,15934.890690123317,0.0,0.0,-2.256189505556172e-06
3796,0.9999117421350058,0.0001,30285.080759666955,0.0,0.0,-2.186710836138417e-05
3797,0.999897835573892,0.0001,14422.55619971875,0.0,0.0,-1.390656111377453e-05
3798,0.9999088930226327,0.0001,28105.574205099194,0.0,0.0,1.1057448740747766e-05
3799,0.9999082354613688,0.0001,27762.118089000756,0.0,0.0,-6.575612639947437e-07
3800,0.999904030874058,0.0001,18969.032801002908,0.0,0.0,-4.20458731076323e-06
3801,0.9998941652315206,0.0001,30256.76578672777,0.0,0.0,-9.865642537354447e-06
3802,0.9997069421959411,0.0001,47636.24206177198,1.4511567190292243,0.005575428035368949,-0.00018722303557949793
3803,0.9994371865654181,0.0001,13226.699502685013,0.0,0.005575428035368949,-0.00026975563052300533
3804,0.9997636200384057,0.0001,35493.28957910277,0.0,0.005575428035368949,0.0003264334729875529
3805,0.9998983468649921,0.0001,37920.48396158377,0.0,0.005575428035368949,0.00013472682658643986
